Company Name,Year_Funded,Founded_in,Industry,Round/Series,Amount,Location,About Company,Investors,Revenue 2018,Revenue 2019,Revenue 2020,Revenue 2021,Revenue 2022,Revenue 2023
NephroPlus,2021,2019.0,Hospital & Health Care,Series E,1966935.84,Hyderabad,"A vision and passion of redefining healthcare delivery in India in 2010, NephroPlus today is India’s largest network of dialysis centres.",IIFL Asset Management,3105479.4517178102,2884663.3145893766,3074662.427058842,3949510.094843616,3698668.313846625,4827927.642318698
Unremot,2021,2015.0,Information Technology & Services,Seed,1625211.87,Bengaluru,Unremot is a personal office for consultants!,Inflection Point Ventures,2184941.6328516444,2965878.8598500765,2936065.991900289,3126046.78675925,2973917.590964831,3840527.953601027
FanAnywhere,2021,2018.0,Financial Services,Seed,1393376.2,Bengaluru,Celebrity NFT platform,"Oasis Capital, Scorpio VC, DeltaHub Capital",1869956.2481487747,2402159.0799933607,2222066.6304628467,2298567.9936418934,2479963.698043991,3012289.9451359506
PingoLearn,2021,2018.0,E-learning,Unknown,1725185.77,Pune,PingoLearn offers language learning courses with snackable videos.,"Titan Capital, Haresh Chawla, AngelList Syndicate",2306973.5608278364,2395362.9641275164,2841267.575382607,2628214.1390274796,3166625.820622749,3413699.0677017993
Spry,2021,2018.0,Music,Seed,709771.21,Mumbai,THE BEST ROYALTY-FREE MUSIC TO CREATE TRENDING VIDEOS,"9Unicorns, Ashneer Grover",994664.5339468953,956789.3881832246,1364773.102397465,1454339.5914685088,1537565.2346582515,1327900.9797577844
Enmovil,2021,2018.0,Information Technology & Services,Pre-series A,800907.78,Hyderabad,Enmovil delivers a Business Intelligence Platform driven by a connected asset ecosystem that enables organizations to maximise their operational efficiency.,Anicut Angel Fund,1347229.5978263707,1368510.8799650653,1253465.6855972765,1419130.3884322846,1628894.7846074603,1722921.513368859
ASQI Advisors,2021,2016.0,Financial Services,Pre-series A,977470.55,Mumbai,Bringing Blockchain technology intro mainstream finance!,Founders Room Capital,1150723.535168999,1410224.9601864845,1591026.0351097954,1795751.068304814,2107200.485442403,2311641.9694932746
Insurance Samadhan,2021,2013.0,Insurance,Pre-series A,926466.02,New New Delhi,The insurance industry will help in representation with the insurance companies and will help to find adequate redressal for grievances.,"9Unicorns, ZNL",1001555.359701938,1406328.688830834,1653206.3376002957,1418347.4309034464,1594072.233214437,2152386.048799859
Evenflow Brands,2021,2020.0,Consumer Goods,Unknown,1377419.6,Mumbai,Identify and partner with the upcoming eCommerce-1st brands that sell on marketplaces and have a successful track record of positive reviews & ratings,Unknown,2023301.587853091,2261273.0244570803,2685669.2520852126,2781880.5563265546,2278930.06757559,2645878.6767807626
MasterChow,2021,2019.0,Hauz Khas,Seed,1452675.49,Food & Beverages,A ready-to-cook Asian cuisine brand,WEH Ventures,1708089.7652430541,2706142.326025772,2311940.770673146,2804320.185217115,3169506.2687171423,2850200.7569988677
Trinkerr,2021,2010.0,Capital Markets,Series A,1937369.32,Bengaluru,Trinkerr is India's first social trading platform.,Accel India,2677166.585901105,3062669.4704238707,3389742.896186763,3466603.545322515,3986538.3225713866,4168469.8929888625
Zorro,2021,2016.0,Social network,Seed,1323982.97,Gurugram,Pseudonymous social network platform,"Vijay Shekhar Sharma, Ritesh Agarwal, Ankiti Bose",2225813.805077288,2071222.6470139027,2053940.662171021,2138617.7175685577,2808522.791734782,3194710.9767593625
Ultraviolette,2021,2018.0,Automotive,Series C,1685581.59,Bengaluru,Create and Inspire the future of sustainable urban transportation through Accelerated Innovation.,"TVS Motor, Zoho",2028551.1004511255,3011437.305956708,2767175.842306533,2878786.111249137,3152993.550883993,3458787.7746188366
NephroPlus,2021,2012.0,Hospital & Health Care,Series E,1214126.06,Hyderabad,"A vision and passion of redefining healthcare delivery in India in 2010, NephroPlus today is India’s largest network of dialysis centres.",IIFL Asset Management,1586842.8306241147,2276811.0288314815,2001201.119258823,2405385.648642168,2622558.0119348853,2699638.0087240688
Unremot,2021,2018.0,Information Technology & Services,Seed,1166991.54,Bengaluru,Unremot is a personal office for consultants!,Inflection Point Ventures,1438736.6537999692,2011056.802541531,2032631.4673413583,2320179.394967839,2416882.2713826955,2900667.1784657487
FanAnywhere,2021,2016.0,Financial Services,Seed,1328595.9,Bengaluru,Celebrity NFT platform,"Oasis Capital, Scorpio VC, DeltaHub Capital",1483601.9836499302,2121013.6209335024,2254742.309668772,2541072.610435999,2161332.4766915576,2925512.9441641876
PingoLearn,2021,2019.0,E-learning,Unknown,870825.6,Pune,PingoLearn offers language learning courses with snackable videos.,"Titan Capital, Haresh Chawla, AngelList Syndicate",1375170.9125870315,1226554.352269995,1600607.9338247858,1470655.8237708553,1607733.1182300868,1725869.852252318
Spry,2021,2020.0,Music,Seed,928147.93,Mumbai,THE BEST ROYALTY-FREE MUSIC TO CREATE TRENDING VIDEOS,"9Unicorns, Ashneer Grover",1020129.1742079485,1212363.8138477842,1515047.6282218616,1451948.1215926688,1747491.5541995259,2000980.4403289414
Enmovil,2021,1978.0,Information Technology & Services,Pre-series A,999800.62,Hyderabad,Enmovil delivers a Business Intelligence Platform driven by a connected asset ecosystem that enables organizations to maximise their operational efficiency.,Anicut Angel Fund,1341037.5369460064,1588176.9250723636,1713656.7509272753,1839753.1524872137,2066168.4361571476,2320664.353228082
ASQI Advisors,2021,2020.0,Financial Services,Pre-series A,1229980.74,Mumbai,Bringing Blockchain technology intro mainstream finance!,Founders Room Capital,1523901.1523131663,1770364.2933485257,2107474.5451388466,2495762.3632231494,2038194.07312148,2337573.564602199
Insurance Samadhan,2021,2018.0,Insurance,Pre-series A,1989395.53,New New Delhi,The insurance industry will help in representation with the insurance companies and will help to find adequate redressal for grievances.,"9Unicorns, ZNL",2697355.7383914464,2658731.2572999005,3683057.498109647,3820328.671162722,3643766.2071276284,4293226.330441268
Evenflow Brands,2021,2012.0,Consumer Goods,Unknown,676874.69,Mumbai,Identify and partner with the upcoming eCommerce-1st brands that sell on marketplaces and have a successful track record of positive reviews & ratings,Unknown,739011.4197892089,1225749.9218126328,1296532.2442654779,1320395.521341385,1207703.721144361,1366326.4918140583
MasterChow,2021,2018.0,Hauz Khas,Seed,1389916.96,Food & Beverages,A ready-to-cook Asian cuisine brand,WEH Ventures,2082369.6549269673,1865559.8088626044,2760369.189856321,2575057.3725012755,2261633.248166844,2964424.816316068
MoEVing,2021,2020.0,MoEVing is India's only Electric Mobility focused Technology Platform with a vision to accelerate EV adoption in India.,Unknown,1408425.49,Gurugram,"Vikash Mishra, Mragank Jain",$ 5000000.00,2326927.2546515083,2453989.585354166,1993925.1801473575,2191248.438792695,2700624.9085366097,2780314.7380742347
Pristyn Care,2021,2019.0,Hospital & Health Care,Series E,1342151.55,Gurugram,A new age health tech company that aims to simplify the surgery journey of a patient by offering care at every step.,"Kunal Shah, Deepinder Goyal, Abhiraj Singh Bhal",1371905.992388484,1923672.1999287468,2144018.831377603,2124798.8388835923,2711398.955678137,3039151.5104672983
Plix,2021,2018.0,Health,Series A,1454813.19,Mumbai,Plant-based nutraceutical firm,"Guild Capital, RPSG Capital Ventures",2196794.7198249926,2018003.6413373505,2263956.042670111,2943043.5642446196,3063524.0892063426,3130097.530082508
Uni Cards,2021,2016.0,Financial Services,Series A,1907016.22,Bengaluru,"Uni Card splits your payments into 3 parts, over 3 months, at 0 extra costs.","General Catalyst, Eight Roads Ventures, Elevation Capital",2692891.51797424,2826824.911585207,3023487.484725929,3714300.6091017965,3241719.5828955886,4624948.029950494
Practically,2021,2015.0,E-learning,Unknown,802438.62,Hyderabad,An experiential learning app for grades 6th to 12th.,"NB Ventures, Earlsfield Capital",843946.039080908,1192467.5335688265,1469454.8230539125,1478548.8960221005,1434867.753686905,1850401.3547609213
Nestasia,2021,2021.0,Retail,Series A,1993572.51,Kolkata,"Artisanal, Handmade, bio conscious crafts from South East Asia.","Varun Alagh, Sahil Barua",2392124.170912187,2808150.015937994,2917471.0649965755,3228259.473300813,4320657.668368069,4033874.712063044
Vedic Cosmeceuticals,2021,2019.0,Cosmetics,Series A,1663655.36,Noida,One of india’s most trusted and technologically advanced white label manufacturer in the personal care space,Sixth Sense Ventures,2400573.03305231,2962997.241301603,3077246.5553695583,2515065.626692744,3000784.9532487174,3783556.0707151545
Juspay,2021,2020.0,FinTech,Series C,1190833.95,Bengaluru,Enable frictionless payments for the billion Indians.,SoftBank Vision Fund 2,2017079.5492850193,1863823.3223219765,2329709.4271354903,2342378.9104085965,2081823.0511164682,2707451.4322385453
TranZact,2021,2020.0,Information Technology & Services,Series A,1736845.54,Mumbai,A mission to digitize millions of Indian SMEs so they can grow better.,"Tribe Capital, Prime Venture Partners",2518613.3269846835,2747346.273754695,2651826.0667596385,3588675.921927493,2892398.7305883393,4206334.925234687
Atomberg,2021,2014.0,Consumer Electronics,Unknown,840461.94,Mumbai,Atomberg has built the ‘Brushless DC Motor’ (BLDC) technology for ceiling fans in India and has continuously innovated and improved on the technology.,Jungle Ventures,1108277.932212943,1138370.8455396537,1201587.467279403,1598629.9862283408,1836262.4203455274,1841139.504188872
Ola,2021,2019.0,Mobility,Unknown,930239.51,Bengaluru,"Ola is India’s largest mobility platform and one of the world’s largest ride-hailing companies, serving 250+ cities across India, Australia, New Zealand, and the UK",Marquee international institutional investors,1428708.0179216373,1363252.5701107783,1432716.6168694114,1430694.8048362718,1997773.8114992052,1787914.1152608118
Mohalla Tech,2021,2020.0,Social media,Series G,583973.73,Bengaluru,"Mohalla Tech Pvt. Ltd. is a computer software company based out of Bengaluru, India.",Alkeon Capital,585680.2014658899,873753.6382449847,883114.7037584672,914994.8521228387,1035477.0371685057,1372390.3934539198
Stack,2021,2015.0,Financial Services,Seed,1517707.8,Bengaluru,Stack is an investing platform set to put money to work and help invest like some of the world’s biggest money-makers,"Y Combinator, Harvard Management",1979401.2098518652,2754142.6082566874,2938402.258504903,3141608.061283159,3240143.787098031,3558347.804949242
PropReturns,2021,2019.0,Real Estate,Unknown,1582048.34,Mumbai,PropReturns is a platform for users to invest in Indian Real Estate backed by data.,"Y Combinator﻿, ﻿Goodwater Capital",2253115.906670019,2779069.3232624973,2505341.8872311963,3228537.887575638,3368169.304953952,3872019.482060733
WeSkill,2021,2015.0,E-learning,Pre-seed,723840.67,Gurugram,Act as the bridge for skills providing access to learning and developing these skills at a younger age from the comfort and security of home.,"Shrishti Sahu, Umang Vohra",765790.7938928228,1185129.1250386,1025045.7125153391,1512199.3787195014,1158492.1788393392,1474508.7195952742
Fitpage,2021,2020.0,Health,Unknown,540432.97,Mumbai,"An endurance-first fitness tech platform focussed on enabling you to learn, eat, work out and live better.","Astra Ventures, Gaurav Jaitly",739162.6234070773,936004.2815882253,787453.2312856249,1014961.6885134076,1147642.7907650776,1327297.0378311272
ShopMyLooks,2021,2019.0,Digital platform,Unknown,844810.44,Noida,ShopMyLooks turns social media photos & videos into shop-the-look thus helping creators monetize their entire content.,"Capital A, Collective Artists Network",1286777.9095966697,1265311.620602239,1308897.4802972665,1431027.0585605646,1687772.6104784494,1791608.2987965245
ByteLearn,2021,2018.0,E-learning,Seed,594635.13,Noida,AI powered teaching assistant for 100 Mn teachers across the world,"Aditya Singhal, Nishant Sinha",633209.6940092476,1025698.8778225478,845868.9427369529,1073446.0644330087,1237578.1920952403,1318055.9330704226
Dista,2021,2017.0,Computer Software,Seed,629189.94,Pune,Dista is an AI-enabled location intelligence platform that offers a wide range of solutions for businesses to power their mobility and field operations.,Pentathlon Ventures,735009.7277291887,1115781.1817481248,899199.9294832556,1278428.4906818182,1082962.6762688314,1349523.2255715928
OfBusiness,2021,2020.0,Financial Services,Unknown,1566931.66,Gurugram,"OfBusiness is a new age commerce and fintech start up, and is technologically driven to provide smart procurement and smart financing to SMEs.","Alpha Wave Ventures II, Tiger Global Management, SoftBank Vision Fund II",2569893.823895886,2462912.2206353303,2748263.508201671,2608569.0237184884,2684208.439293208,2952067.3890630053
Bizongo,2021,2007.0,B2B Ecommerce,Series D,846072.78,Mumbai,izongo is India’s largest B2B platform for made-to-order products.,Tiger Global,1044337.8502562415,1451082.5967820147,1211652.3634191833,1324533.6685587491,1611021.2029860152,1944649.3622166717
FRND,2021,2019.0,Online Media,Series A,1350460.87,Bengaluru,FRND is an audio dating app for Bharat,KRAFTON,2089797.2309070516,2115110.3426310443,2432881.006845566,2645428.738028619,2937989.7121226387,2496600.451125698
Metadome,2021,2021.0,Computer Software,Pre-series A,1682926.23,Bengaluru,"Metadome (formerly Adloid), is a Metaverse, that provides no-code infrastructure to millions of creators & brands, to build immersive experiences for the virtual world.","Chiratae Ventures, Lenskart Vision Fund",2665525.0504117156,2351878.1929156166,3119910.220219349,2572447.664343749,2852858.7209090088,3588114.064742094
Keka HR,2021,2020.0,Information Technology & Services,Unknown,916864.8,Hyderabad,Keka is a simple and intuitive HR software unlike the traditional HR systems.,Recur Club,1005370.4902260017,1648036.4531824908,1517237.0261552853,1443401.5291624514,1745176.3306420364,1672740.608674844
Flo Mobility,2021,2014.0,Industrial Automation,Unknown,1422207.18,Bengaluru,"An autonomous tech stack that can be applied to agri-bots, delivery bots, two wheelers and other use cases where compact bots need to navigate in crowded, unstructured environments.","DevX Venture Fund, Blume Founder Fund",1892291.4191872764,1937031.7961433118,2813789.774047286,2629794.7641938063,2743051.1078622094,3010718.236431786
Yodacart,2021,2003.0,E-commerce,Pre-seed,624759.78,Thane,YODACART is an e-commerce startup offering real-time product discovery using AI/ML for appliances based on consumers’ needs with an AR-enabled browsing experience.,Ajith Daneil,940692.6494405123,1062482.71967724,945230.0511606698,1309294.089320326,1018774.7500465489,1386544.1864313488
TheHouseMonk,2021,2019.0,Real Estate,Unknown,1918556.34,Bengaluru,A complete property management software platform for team&customers.,Aurum Proptech,2831256.1316536106,3423996.97203757,3037822.88119847,3681291.463816785,3551762.4592655567,4147824.0098860473
Zepto,2021,2016.0,E-commerce,Unknown,1900595.05,Bengaluru,"Ability to consistently deliver 2,500+ products in 10 minutes flat.",Y-Combinator,2715411.065294651,2639009.042323704,2742300.6408008994,3886805.212692681,3661839.7996249343,4735266.071817989
Sirona Hygiene,2021,2021.0,Health,Unknown,1471694.72,New New Delhi,"An award-winning brand, committed to solving those Intimate & Menstrual Hygiene issues for women",The Good Glamm Group,2314117.0202833554,1949251.0628958782,2830988.232990347,2492120.7735570627,2752049.590755666,3479743.9300300563
Jumbotail,2021,2017.0,B2B Ecommerce,Series C,1688365.67,Bengaluru,"Jumbotail is India's leading B2B marketplace and New Retail platform, serving thousands of mom & pop stores",Invus,2606118.3894071495,2286524.5785554736,3134717.7761162366,3409289.8079196494,3226140.979656185,3843790.910441546
Captain Fresh,2021,2016.0,Logistics & Supply Chain,Series B,1213429.44,Bengaluru,A B2B marketplace leveraging technology to deliver the fastest harvest-to-retail in the industry.,"Tiger Global, Prosus Ventures",1215098.3876305283,1809305.6159252152,2333546.1145595657,2104573.8706713417,2546092.4177833786,2589967.1377954106
Deciwood,2021,2019.0,Consumer Electronics,Unknown,1041628.39,New New Delhi,"Deciwood makes Eco-friendly wooden speakers using latest technology of Energy tube to enhance sound quality, all products are handmade by skilled people of the industry.","Shuru Up, Ankit Kedia, Arun Gupta",1672370.0121925555,1644058.1284992571,1554601.7561512738,1591344.2903214293,2214289.7225658633,2513030.9874091493
Kohbee,2021,2016.0,E-learning,Pre-seed,1616683.59,Bengaluru,"Kohbee is a mobile app for online trainers and educators to run their online business, end to end.","Ankit Mehrotra, Saurabh Aggarwal",1957776.8489016672,2249649.3995109675,2655448.9819573476,3063967.4597260393,3489413.7087506303,3203336.1214803974
Perfora,2021,2015.0,Consumer Goods,Pre-seed,512841.29,Gurugram,"Building a disruptive, modern, and functional oral care brand for consumers in India and globally.",Sauce.vc,560362.9797049084,929517.4966819735,850010.1054831017,894143.3619483209,849910.7005759407,1227954.1309793536
Unbox Robotics,2021,2015.0,Logistics & Supply Chain,Series A,1545826.15,Pune,Unbox Robotics is building software-defined robotics platforms to enable logistics players to automate and radically improve their operations on-demand in a limited footprint and capital.,"3one4 Capital, Sixth Sense Ventures",1844901.8109966437,2663193.4968799646,2893138.137471385,2866768.9891891554,3322294.6649649767,3848493.980302096
Ninety One,2021,2020.0,Consumer Goods,Series A,730156.08,Ahmedabad,"Ninety One makes cycles, which the company claims are affordable and different from the ones available in the market.",A91 Partners,1157028.7231637181,980436.0453070897,1249881.490706268,1117885.900240367,1524307.3380188777,1648829.632753767
Gobillion,2021,2019.0,Social commerce,Seed,1879856.64,New New Delhi,Redefining social commerce for Tier 2+ cities in India - making e-commerce SOCIAL!,"YCombinator, Justin Mateen, Pioneer Fund",2940228.5518164537,3234815.663000766,3506071.2083972674,3758237.5313763907,3478517.700311628,3815282.4255488105
RIPPLR,2021,2018.0,Logistics & Supply Chain,Pre-series B,859405.71,Bengaluru,India’s first Plug-n-Play distribution ecosystem for brands,"Sojitz Corporation, Stride Ventures",870131.4577745136,1571373.8809746173,1326040.0873191026,1681920.6101757146,1750082.248699695,1884645.7041942687
SK Finance,2021,2016.0,Financial Services,Series F,826867.92,Jaipur,SK Finance is a leading player in vehicle financing and small business loans lending space with AUM over 4000cr.,"IIFL Wealth, TPG Growth, Norwest Venture Partners",1001490.6970636245,1419473.2413709082,1231778.492576418,1704559.535628325,1633738.6825413646,1712403.6783311851
Eggoz,2021,2020.0,Food & Beverages,Series A,1151116.66,Gurugram,Make a meaningful impact to improve the protein consumption of people by enriching the lives of the rural egg farmers.,"Nabventures, Avaana Capital",1347605.6586266817,1864640.5492586843,1918320.88892867,2310474.3586244234,2187824.886811079,2573867.7161677103
Fabriclore,2021,2020.0,Apparel & Fashion,Pre-series A,1834172.51,Jaipur,"India's top brand of artisanal & contemporary fabrics, offering the largest catalog of both curated & original designs.","Fluid Ventures, Mulberry Silks",2997536.054212707,2407415.59973758,3600510.3928453103,3326002.516961347,3305411.2603376065,4128196.238500049
Veefin,2021,2019.0,Information Technology & Services,Unknown,1664107.17,Mumbai,"Veefin is the world leader in contextual SCF and digital lending solution adopting user-led design, data and analytics, built by bankers for bankers.",Rajesh Rajendran,2073520.075298718,2717002.073183386,2359999.7181201205,3375964.935936388,2822917.776206716,3182069.387655443
Verandah,2021,2020.0,Apparel & Fashion,Seed,1590980.88,Mumbai,Verandah is a conscious luxury travel brand retailing amongst the luxury resort wear space with design roots.,"Mike Novogratz, Neeraj Arora",1697127.5063466774,2253578.945252707,2586533.453474361,3072541.956843116,3205380.5651509278,3333870.8301507053
Karkinos Healthcare,2021,2008.0,Hospital & Health Care,Unknown,1272188.99,Mumbai,"Medical center for treatment of complex cancers; and research center which leverages technologies such as genomics, synthetic biology, sensors, and AI to analyze data and leading to the development of  affordable cancer interventions.",Reliance Digital Health,1881719.9062471935,2390769.659581497,2243878.471962273,2318203.1962725143,2747555.225961581,2936124.5522780525
OWO Technologies,2021,2020.0,Food & Beverages,Seed,1734144.04,Gurugram,An ecommerce startup offering online beverages and packaged drinking water,Unknown,2239331.659910882,3074500.5468412116,2784366.8873272957,2898539.7659708546,3102590.6292618755,3995059.774940026
EsportsXO,2021,2015.0,Mobile Games,Seed,1761341.33,Bengaluru,EsportsXO is an esports tournament management company which offers software to manage tournaments online.,We Founder Circle,1794496.1659328013,2316658.386743667,3511792.5450100917,2794714.346379672,2841632.138280008,3541455.4395298273
The Gourmet Jar,2021,2017.0,Food & Beverages,Unknown,1558113.47,Noida,"The Gourmet Jar offers a range of premium condiments in unique flavour combinations, that are handmade in small batches, from scratch, using all-natural ingredients and no preservatives or additives.",DevX Venture Fund,2414711.7902722163,2479979.0112306164,2332012.168960763,2930596.3809675802,2930643.8456159756,3399582.4564611227
Zorgers,2021,2017.0,Hospital & Health Care,Unknown,1730747.02,Mohali,Zorgers Home Healthcare is India’s most trusted Home Healthcare Service Provider. Recognized by the Govt of India.,Ritu Marya Family Office.,2317522.029184504,2965523.135935116,3229567.4871423994,3035669.754051356,2980146.693424321,3614489.8307977687
BangDB,2021,2021.0,Computer Software,Unknown,875340.08,Bengaluru,A Converged NoSQL Data Platform for Predictive and Real-Time analytics for Operational Intelligence,Ten Innovate,960391.7857683029,1573238.2345401014,1482119.8151174127,1315248.4151703194,1854775.515140788,2137082.2023227154
Neobank Jupiter,2021,2015.0,Banking,Series C,530117.53,Mumbai,Jupiter is a digital banking app with one simple aim – to deliver a banking experience that keeps pace with you.,"Tiger Global, Sequoia Capital",594226.2939992435,763317.8262368976,1045302.8684319041,934306.7900704638,1041832.6400262301,1084521.0287290118
Skippi Ice Pops,2021,2017.0,Food Production,Unknown,1423324.75,Hyderabad,India's First Icepops Brand,Shark Tank India,1923182.942846734,1950439.430952704,2008266.2803705446,2411930.1688960376,2848869.4002117463,3098112.823226963
Glii,2021,2018.0,Dating,Seed,1484198.34,Noida,India’s finest dating companionship application,We Founder Circle,1739135.704746579,2076380.7755003911,2789687.1647395077,2684790.5682439236,3091818.6088525862,3302884.295163242
GlobalBees,2021,2020.0,E-commerce,Series B,506200.15,New New Delhi,Globalbees partners with entrepreneurs who have built an online-first business.,"Premji Invest, Steadview Capital",748892.7015875226,881663.7284812276,780864.146356665,843183.3541510309,1001110.0909816636,967509.6387234414
Mamaearth,2021,2020.0,Health,Unknown,1629831.13,Gurugram,Baby and mother care brand,Sequoia,2724011.7313014288,2346890.3964523347,3048620.5930870753,3034408.862138308,2740904.918936851,3572882.2606038083
SecureNow,2021,2015.0,Insurance,Series B,904236.4,Gurugram,SecureNow is an award winning tech-enabled insurance intermediary.,Apis Insurtech Fund I,1076213.3994323525,1517203.4127455363,1545371.862383626,1594905.1491255516,1573499.9339937624,1864609.6505127074
Vendor Infra,2021,2021.0,Construction,Unknown,1820278.71,Gurugram,"A B2B Collaboration Platform for Infrastructure Sectors to Search Vendors, Get Quotes, Find Opportunities","SK Tripathi, Sanjeev Gupta",1966136.4821503486,3405051.390472918,2665461.8510299698,3041257.225958251,3512760.608873662,4288368.100815142
Hakuna Matata,2021,2012.0,Information Technology & Services,Unknown,710289.42,Chennai,Hakuna Matata Solutions is a leading Digital Transformation Company offering a full spectrum of technology solutions and services for enterprises across different industry verticals all over the globe.,Hardcastle Petrofer,748656.8154900937,1196490.666906602,1150244.9392675632,1162569.7050805567,1468091.0437163343,1331887.0656625682
OneCard,2021,2017.0,Financial Services,Unknown,736020.55,Pune,"India's finest and smartest metal credit card, reimagined for the mobile generation.","Ocean View Investment, QED Fund",778624.7108284002,1111786.4765644644,1064646.2081587329,1408867.0234516752,1207862.171507099,1425720.9896426
Doubtnut,2021,2018.0,EdTech,Series B,733737.13,Gurugram,"Doubtnut operates as an e-learning platform that enables users to ask study questions in Physics, Chemistry, and Math.","Omidyar Network, Tencent Holdings",771788.1285775112,1052123.7069853912,1176130.9482130227,1322695.057520548,1471334.0564133648,1576973.2679908003
Hubhopper,2021,2016.0,Podcast,Unknown,1515857.1,New New Delhi,"Hubhopper is India's leading podcast hosting, creation & distribution platform. Getting podcast across both Indian & global audio platforms","ITI Growth Opportunities Fund, Unit-E Ventures",2049077.3830504862,2002922.9979435843,2865604.3570779134,2459875.111799045,3334849.440082691,3245920.3745820476
Infra.Market,2021,2017.0,Construction,Series C,1433997.19,Thane,Infra.Market is an online procurement marketplace for every category of materials and products needed for building projects.,"InnoVen Capital, Nexus Venture Partners",2384714.647022252,2404132.762796616,2102713.1314903814,2586349.5308100358,2749286.0952543663,2753138.325468362
Comofi Medtech,2021,2016.0,HeathTech,Unknown,1923302.62,Bengaluru,"Comofi Medtech develops healthcare products using artificial intelligence, augmented reality and IoT technologies",CIIE.CO,2990640.7873212965,2754732.1324180374,3283717.897247343,3894431.7403914616,3370912.6230039108,4051291.8007287346
Battery Smart,2021,2010.0,Battery,Seed,1803374.46,New New Delhi,Battery Smart provides advanced Li-ion batteries to e-rickshaws.,Orios Venture Partners,2273697.5220810417,2795121.074864093,3307807.396157776,3422315.4387069885,3629533.9088523667,3582089.8701474583
Kutuki,2021,2018.0,EdTech,Seed,1144478.56,Bengaluru,Kutuki is a learning platform focused on children between the ages of three and seven.,Omidyar Network India,1428111.6018933998,2116869.80037272,2240974.4906800804,1800613.7480734186,2237093.891936319,2606488.533242574
Onelife,2021,2020.0,Healthcare,Unknown,1793839.94,Mumbai,"Aspire to leverage the gifts of nature and science to help you make holistic lifestyle changes, with minimalistic effort, improving overall well-being.",Wipro venture capital arm,1826389.164370526,2559110.6863987898,2761799.2216366213,3762667.4195749024,3508005.5685973368,3331130.91310822
Eupheus,2021,2020.0,EdTech,Series B,1483044.23,New New Delhi,Eupheus Learning offers a seamless integrated learning solution for the K-12 market in India.,"Yuj Ventures, Sixth Sense Ventures",2010219.7010507698,2657225.2476396463,2372825.490802775,2267355.256337661,3259361.832793609,3690302.1431000275
KreditBee,2021,2013.0,FinTech,Series C,1671275.85,Bengaluru,KreditBee is an Instant Personal Loan Platform for Young Professionals.,"Premji Invest, Mirae Asset Naver Asia Growth Fund, Alpine Capital",2129246.462090805,2745999.0833166274,3119794.976599392,2907628.3192543136,2700875.7104283213,3272401.322713307
Pencil,2021,2018.0,Content publishing,Pre-series A,1313532.95,Mumbai,Pencil is a content publishing platform that enables writers to publish their work for free.,"Inflection Point Ventures, SucSEED Venture Partners",1987697.1870076254,2176624.4982745815,1927746.7811395181,2095812.6455205164,2519114.479178284,2882131.3592998004
Aisle,2021,2018.0,Dating,Pre-series A,1427051.74,Bengaluru,Aisle connects the new generation of single independent Indians from around the world looking for meaningful relationships.,"Anas Rahman Junaid, Vinod Jose",1504361.0376459835,1922047.0753389765,2489438.40170345,2732439.4617682747,2464413.3931945423,3108134.286026433
Marquee Equity,2021,2014.0,FinTech,Unknown,637473.17,Mumbai,The World's #1 Fundraising Service - Investor Meetings + Deal Documents - Globally,"Capital One, Arrowroot Capital",1000242.6191948346,1002970.3825351868,930403.412867365,958715.164982317,1088289.069377506,1591766.4767683255
UptimeAI,2021,2013.0,AI startup,Seed,860876.9,Bengaluru,"Enable true digital transformation with AI driven insights, to enable manufacturers stay ten steps ahead of process inefficiencies and equipment failures",YourNest Venture Capital,1005637.0908721191,1191390.3899867889,1375019.3451164924,1483024.811265122,1880381.587346553,2048447.0493269844
WizKlub,2021,2017.0,EdTech,Pre-series A,1330107.48,Bengaluru,Wizklub uses a unique method of developing and nurturing Higher Order Thinking Skills in children,Incubate Fund India,2227025.901339288,1772731.7254134263,2086228.5364842804,2215422.6257158355,2388255.4704348925,2645490.4907149104
Zolve,2021,2019.0,FinTech,Seed,1262643.89,Bengaluru,Zolve Innovations operates as a neo-banking startup.,"Kunal Shah, Greg Kidd",1520004.1583615893,2264428.162291319,2178478.9497602503,2621946.699315234,2023893.3970985154,2353986.7183527905
MediBuddy,2021,2017.0,EdTech,Debt,1255825.11,Bengaluru,"MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits.","InnoVen Capital, TEAMFund",1569758.4894964464,1698419.4356670086,2298860.1473959745,2342609.1389280236,2055644.040201643,2627741.967322577
Pariksha,2021,2019.0,EdTech,Pre-series A,1687758.89,Pune,"Pariksha - The Sucess App, India's largest vernacular test preparation company for the mobile 1st internet users of India.","Venture Catalysts, 9Unicorns Accelerator Fund",1915477.0718701289,2409952.7249908852,2647271.4974289816,2833637.942986741,3614601.699977177,3714152.2953151055
Express Stores,2021,2012.0,E-commerce,Seed,1182688.83,Gurugram,Express Stores is a retail and omnichannel startup company,"Venture Highway, Rohit Bansal",1563477.4216008668,1614568.670976756,1828922.4090438685,2456892.774150545,2480570.4033056526,2643331.8327334686
Avataar Ventures,2021,2020.0,FinTech,Unknown,1055295.12,Bengaluru,Avataar Venture Partners is a growth Capital Investment Firm.,Unknown,1434856.3122947225,1799440.5094382556,1925979.181439274,2015496.7358142473,2218796.8862326513,2522590.1010998664
