Company Name,Year_Funded,Founded_in,Industry,Round/Series,Amount,Location,About Company,Investors,Revenue 2018,Revenue 2019,Revenue 2020,Revenue 2021,Revenue 2022,Revenue 2023
Pepper,2020,2017.0,Content Marktplace,Seed funding,653314.1,Mumbai,End to end content creation platform,"Kunal Bahl, Rohit Bansal",946163.5917669290,1140877.5175056200,1052589.6514913400,1282878.7516602000,1295533.3308417600,1465285.1561119100
Rupeek,2020,2015.0,Fintech,Unknown,1085988.44,Bengaluru,An asset backed online lending platform,"GGV Capital, Bertelsmann India Investments, Binny Bansal, Sequoia India, Accel Partners",1450665.9392218100,1682040.7870141900,1599571.7738669800,2278003.406988720,2092876.08006339,1971888.3250272500
iMerit,2020,2012.0,IT,Series B,1157425.65,Kolkata,Turns information into data that is usable for machine learning processes,CDC Group Plc,1699593.2378660600,1655264.842302530,1864110.897887810,1812684.5311479600,1994461.7394108100,2243663.3561007400
BharatPe,2020,2018.0,Fintech,Series C,1876493.79,New Delhi,Digital payments platform,Ribbit Capital,2101702.712987850,3520916.9258290100,3036452.3792425000,3517809.912515530,3877827.6279537400,4371638.61315945
Invideo,2020,2017.0,Visual Media,Unknown,1321520.13,Unknown,Video production and editing platform,Sequoia Capital’s Surge,1703464.7803629200,2208097.7785461900,2168453.576895370,2731983.7060477800,2717228.7935220900,2854970.1330408200
AvalonMeta,2020,2017.0,Edtech,Unknown,1635911.04,Unknown,It combines higher education and competitive gaming,Peerplays,1772388.0401363400,2645781.7186491500,2649696.4859531000,2732813.823934520,3079901.253154130,3023725.710963620
Near Store,2020,2017.0,Ecommerce,Seed Round,577533.75,Mumbai,Enables a shop to create an online presence,Sauce.vc,912821.426157356,1043572.3591457300,828363.430455677,891394.160891464,1083607.0232975100,1192633.9547129800
ElecTorq,2020,2017.0,Automobile,Unknown,1742203.67,New Delhi,Electric vehicle startup,AdvantEdge,2230616.5831073800,2482132.4787015900,3058269.8846955000,3007238.531474600,3093769.6458061400,3994213.5975844300
Prayaan Capital,2020,2017.0,Fintech,Seed Round,1253116.68,Chennai,"NBFC that lends to micro, small, and medium-sized enterprises (MSMEs)",Accion Venture Lab,1270888.314558130,2380672.4926846900,2433197.6264083300,2081459.1844025400,2587606.1967605300,2900764.095498260
Sanfe,2020,2017.0,Hygiene,Pre series A,814521.33,New Delhi,Women health care and wellness product,"SucSEED Venture Partners, BIRAC, Elixir Pharma, Titan Capital",1165566.7416414400,1393395.8307087900,1463056.955195570,1223077.8332284800,1784296.3509788200,1587042.8466864300
Go Desi,2020,2018.0,Foodtech,Seed Round,1547321.84,New Delhi,Provides traditional delicacies,Rukam Capital,1638563.160321090,2448346.6454722900,2513752.515331360,3027901.597655030,3282715.0235028400,3234179.9197300700
Swiggy,2020,2014.0,Foodtech,Series A,855205.25,Bengaluru,Platform to order food online from restaurants and getting it delievered,Prosus N.V,1301869.433014970,1464133.9158317800,1445885.9647685400,1444090.9307110500,1678802.6420187400,2060369.890288040
Whatfix,2020,2014.0,SaaS,Series C,1362770.45,Bengaluru,"Digital adoption platform that helps companies provide intuitive onboarding, training and support",Sequoia Capital India,2064116.070021220,2093791.7713943000,2363829.352811160,2112571.3184651000,2787946.558857840,2968319.48609906
Unacademy,2020,2010.0,Edtech,Series E,1475420.4,Bengaluru,Platform that offers online education in India,"Facebook, General Atlantic, Sequoia India, Nexus Venture Partners, Steadview Capital, Blume Ventures",1591117.5729113300,2373319.6761793200,2500760.459084660,2824801.0296277500,2446285.9309671800,3072582.325858530
Zvesta,2020,2015.0,Proptech,Unknown,1155329.27,Gurugram,An online platform where users can search and buy properties listed by developers and brokers,Hindustan Media Ventures,1794712.134786300,1717605.4966613600,2070467.3324916900,2200863.755645,1878106.5832608300,2723612.786460020
Dunzo,2020,2014.0,Logistics,Unknown,1133718.53,Bengaluru,India-based hyperlocal delivery startup,Alteria Capital,1822140.0835408100,2111664.3774642300,1690220.8452417400,1972391.771569460,2083589.378141320,2135331.6328402700
Digit Insurance,2020,2017.0,Insurtech,Unknown,780612.38,Bengaluru,General Insurance Company,"Virat Kohli, Anushka Sharma",1127273.551131400,1276121.9673969800,1367848.6990972600,1340155.9273166400,1346544.9180100500,1519725.4721321300
Yolo,2020,2019.0,Transport,Seed funding,1122185.14,Gurugram,Intercity transportation,Undisclosed,1497855.4393714300,2010566.4614448900,2162641.2090871500,1787911.6994082700,2376194.0384189600,2478782.197315350
SmartVizX,2020,2015.0,VR & SaaS,Pre series A,1872752.25,Unknown,It developed India’s first VR-based design communication and collaboration product Trezi,Rockstud Capital,2000358.4075306900,3496951.0379029100,3639387.762080740,3753612.6351067600,3293166.2654283700,4209117.41659549
MaxWholesale,2020,2016.0,Ecommerce,Series A,1144016.23,New Delhi,B2B ecommerce platform for kirana stores,"IAN Fund-I,  Al Falaj Investment Company (AFI)",1564640.5041783400,2096245.6776698800,2072461.3793181900,1854253.3658863600,2088779.4948281700,2391327.9306331
Carbon Clean,2020,2009.0,Cleantech,Unknown,563186.33,Unknown,Develops affordable carbon capture technology,"WAVE Equity Partners, Chevron Technology Ventures, Marubeni Corporation.",755456.6969606150,1041731.9982401900,1046625.9994095800,933471.3477262400,1001156.0515989300,1300137.1958647400
Onsitego,2020,2017.0,Sales & Services,Series B,1328998.24,Unknown,It offers post-purchase services through a network of brand authorised service centres throughout the country,Zodius Growth Fund,1592317.4583732800,1871845.7031077400,2567880.7352943700,2380813.1297979100,2330822.5410874600,3216226.6748779800
Genius Corner,2020,2014.0,Edtech,Unknown,1035684.75,Noida,Framework to enable personalised learning using artificial intelligence (AI) and machine learning (ML).,"Mahesh Mohta, Jyoti Arora, Nachu Subramanian, Srivats",1735316.030950240,1799185.7118564700,1883246.514182410,1584513.080132810,1758767.7850220200,2471149.2267829300
PlanetSpark,2020,2016.0,Edtech,Unknown,1623725.32,Gurugram,Provides neighbourhood learning zones where children learn and develop 'new-age' skills under one roof,"Indian Angel Network, Lead Angels, Hyderabad Angels",2628137.796987550,2414660.6350739700,3238883.561406990,3387131.2111913000,3225856.9552808900,3852158.9325233500
CamCom,2020,2017.0,AI & Deep learning,Unknown,1894161.31,Bengaluru,AI automation platform for enterprise quality control,"Triton Investment Advisors,",2167267.1623693100,3282504.4904922100,3062760.5699830600,3405102.8369470200,3563850.1167418100,3782311.3768234000
Simsim,2020,2017.0,Social Commerce,Series B,1803775.73,Bengaluru,It enables community opinion influencers to sell products to thousands of micro-communities in India,"Accel Partners, Shunwei Capital, Good Capital",2862405.372403140,2455240.803861160,2763063.439598090,3116242.912178510,3060980.0409049400,3424270.020721390
Shuttl,2020,2015.0,Transport,Series C,1194687.05,New Delhi,App based bus aggregator serice,SIG Global India Fund,1620147.6704837200,2086807.1044683000,2095044.8428699000,2297168.6333331200,2407378.1400971000,2670763.7432330600
HooLiv,2020,2017.0,Housing & Rentals,Unknown,972089.52,New Delhi,Student Co-living startup,Kolte-Patil Family Office,1457607.7703941200,1486361.9460274700,1577668.1472721300,1613874.605541300,1907773.8378289700,1824035.7463529900
ClassMonitor,2020,2017.0,Edtech,Unknown,735290.67,Indore,The learning platform that blends curriculum-based activities for children,Ashwin Khorana,927714.0303760720,1254061.2593724400,1246100.3990840300,1444507.7932858600,1305817.0488326300,1706693.0461835500
Friyey,2020,2017.0,Co-working,Unknown,1452052.94,Pune,Co working space startup,Tarun Bhalla,2117963.129219960,2295243.0096761800,2776976.6719826600,2393852.043393270,2543698.9379788000,3408061.4507843600
Oga,2020,2017.0,Fitness,Unknown,1817098.13,Bengaluru,Provides interactive fitness experience to people across the world,Inflection Point Ventures,1991912.9631962600,3194846.135938250,2702857.502201340,2871536.6781212200,3410760.6620603800,3786663.5645597100
Big Basket,2020,2017.0,Estore,Unknown,1548766.93,Bengaluru,Online grocery store,Trifecta Capital,1737727.99669659,2748827.1770993600,2298109.3121109100,2768269.6067720100,3353466.287078540,2852440.7950170700
CYFIRMA,2020,2017.0,SaaS,Series A,1391518.58,Bengaluru,Offer cybersecurity services,Z3 Partners,1471823.1467985700,1972852.7749152400,2007437.3702436900,2182003.734338340,2884705.1646531700,3130467.413940040
Innoviti,2020,2017.0,Unknown,Unknown,1768020.02,Bengaluru,Digital payments solutions company,FMO,2658326.8720921100,2940192.1670038300,2515584.449082470,3356965.004591320,3688724.667046560,3363268.814914960
Paytm money,2020,2010.0,Fintech,Unknown,734320.89,Bengaluru,Wealth Management,One97 Communications,792692.0442217570,1052813.6057252400,1171917.2449368000,1535598.0128022400,1241550.984469160,1627030.3754908900
Vedantu,2020,2017.0,Edtech,Series C,1672157.41,Bengaluru,Onine learning platform,GGV Capital,2112730.398231620,2824983.866175690,2556465.5037710600,2720317.8362135300,2888784.885956890,3711615.330268370
Yap,2020,2017.0,Fintech,Unknown,906190.1,Chennai,Banking and payment products-focused API platform,"Amrish Rau, Kunal Shah, Jitendra Gupta",968085.7348186540,1438539.5590279000,1595212.3749472300,1579774.2333211700,1769910.8885655400,1742360.804961320
Clover,2020,2017.0,Agritech,Series A,1584224.07,Bengaluru,Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,"Omnivore, Accel Partners, Mayfield",2408096.294256980,2679796.338464360,2852423.2503254600,2857223.930471760,3379769.061286120,3764993.198737890
Nova Credit,2020,2017.0,Fintech,Series B,609618.79,Unknown,Cross-border consumer credit startup,"Kleiner Perkins, Canapi Ventures, Index Ventures, Nyca Partners, General Catalyst.",922976.345032296,942063.1524889530,864477.5658845980,979311.9808428020,1088915.593711890,1288715.691624590
CodingNinjas,2020,2016.0,Edtech,Series A,852108.98,New Delhi,Online learning platform,Info Edge Ltd,1011103.2890977700,1109384.0291062600,1423499.8215827100,1458324.2499464200,1822755.7932335800,1593714.7959799200
Furlenco,2020,2011.0,Ecommerce,Series C,539388.35,Bengaluru,Furniture rental startup,Chowdry Associates,645898.3721186060,1006140.00644661,873600.9391306200,1120852.5453490500,1046051.6102687600,1104829.1638592300
Brick&Bolt,2020,2018.0,Unknown,Pre series A,1722655.95,Bengaluru,Operates in the residential construction space,Surge,1850137.5612698100,2685628.102702920,3142556.6247092400,3229210.6120751300,2894617.4856866000,3806391.3070019300
HempStreet,2020,2019.0,Healthtech,Pre series A,1707079.54,Unknown,Manufacturer of ayurvedic medicines based on cannabis,Pharmacon Holdings,2682097.712964200,2748421.339699910,3105256.4685040200,2784058.906144500,3750438.8985178300,3755394.1705805800
MoEngage,2020,2017.0,Marketing,Series C,605680.61,Bengaluru,Customer analytics and cross-channel engagement platform,Eight Roads Ventures,630944.8861953480,1134228.2465313600,1067001.314053060,1170904.3854945600,1327448.1292288300,1217207.3518379000
Classplus,2020,2018.0,Edtech,Pre series A,704524.31,Unknown,It allows coaching centres to take their brick-and-mortar setup online,"Blume Ventures, Sequoia",1011004.5022446100,1026585.8243668600,1002007.4211389800,1445530.282949060,1449265.851297920,1349504.5036862600
Chaayos,2020,2012.0,Beverages,Unknown,738498.22,Unknown,Provides customised range of tea,Think Investment,889547.4483500430,1369415.9551402300,1096238.5502417200,1470374.9600255300,1403417.7816968800,1639471.9156867100
PetPooja,2020,2011.0,SaaS,Unknown,1310426.75,Ahmedabad,Restaurant management software provider,Udaan,2025309.8989300600,1751507.5056371600,2462410.6292722400,2254021.8865258300,2377656.108160250,3205619.1875170300
Altor,2020,2017.0,Tech,Unknown,1270443.53,Unknown,Makes helmets that are IoT and AI enabled,Venture Catalysts,1672593.624086960,1999080.9555947100,2027383.4689576100,2405272.96864229,2679801.5458182900,2559167.4285286500
Pepperfry,2020,2013.0,E-market,Series F,540962.79,Mumbai,Online home furniture marketplace,Pidilite Industries,660383.0923620910,967722.0683738940,772487.8619363390,1119267.198214900,959422.609236997,1005342.9395543000
FirstCry,2020,2010.0,E-market,Series E,1673740.49,Pune,Baby products marketplace,Softbank’s Vision Fund,2216611.9307278500,2204861.3904532,2991540.0576571900,2618822.714373400,3374826.5523049300,3261446.9414953800
Byju’s,2020,2011.0,Edtech,Unknown,1511987.17,Unknown,Provides online learning classes,General Atlantic,1781081.6253708300,2284062.8998410800,2718945.3528591300,2734402.6202924400,3012857.036527180,2773648.0750540500
Waycool,2020,2015.0,Agritech,Series C,504546.21,Chennai,Food development and distribution services,LightBox Ventures,719007.7379703410,925063.0199414380,976868.3959484390,780877.0707972700,990507.1096875100,1136159.4266265400
WorkIndia,2020,2017.0,HR tech,Unknown,1995953.45,Unknown,An online and mobile-based platform that connects companies with blue collar employees.,Xiaomi,3266870.5062546500,2860689.7712539500,3146684.205805700,3604589.4841104700,3647568.822895250,4888003.464880080
Qyuki,2020,2017.0,Media,Unknown,1476171.6,Mumbai,Multi-channel broadcast network,Info Edge Venture Fund,2265437.9930143600,2578664.5365589100,2373712.4795228700,2389080.594322100,2701104.389050820,3386989.447103610
Leap India,2020,2017.0,Agritech,Series B,1603265.84,Coimbatore,Agricultural warehousing and logistics company,Neev Fund,2037879.67528635,2775004.3874305600,2494247.340100220,3023499.3483480700,2589738.8494844800,3348608.9443316400
Picxy,2020,2017.0,Media,Unknown,947915.69,Hyderabad,Stock photo industry,"FirstCheque, Angellist India, Aakrit Vaish, Ranjith Radhakrishnan",1079102.9541689600,1700095.878060110,1572200.584943070,1730053.8215907800,1854795.002878060,2346800.932914670
Krimanshi,2020,2017.0,Agritech,Unknown,1896245.31,Jodhpur,Sustainable system to feed animals by valorizing food residues and surplus into highly nutritious feeds,Arunachal Pradesh Social Entrepreneurship Meet,2678098.027545010,3567678.285761090,2768253.5559397300,3612981.579163800,3092297.5708292100,3419114.519690220
NEETprep,2020,2017.0,Edtech,Unknown,1771340.61,New Delhi,Provides crash course for NEET preparation,IndiaQuotient,2436996.2793287300,3207261.8200512700,3141783.8155303800,3371479.7131986100,3649191.2143137800,3610875.1825700100
Dot Pvt. Ltd,2020,2017.0,Fintech,Seed Round,1698506.6,Gurugram,It provides digital transformation and commerce solutions to brick and mortar outlets,"PayU, Fosun RZ Capital",2349753.841716390,2511968.3789461200,3063311.8095815600,3319639.6327453900,2904120.182921370,3361633.2234030500
Kuku FM,2020,2017.0,Media,Series A,1262853.33,Mumbai,A podcast platform,Vertex Ventures,1756563.8804161500,2068313.3201254200,2316054.845792490,1936742.2980544500,2265057.461527950,2523368.4914819000
SuperMoney,2020,2018.0,Fintech,Pre series A,1441970.32,Mumbai,Provides financial tools for effective business making,Unitus Ventures.,1602467.1715337300,1954647.7179052400,2468389.3754160900,2652862.3665291200,2928203.3914209200,3157053.1677458600
Rebel Foods,2020,2017.0,Food tech,Unknown,834045.84,Unknown,It runs internet kitchen,Alteria Capital,848424.6965052670,1521536.5146772900,1206113.6330234000,1577240.935590220,1532488.218180530,1797390.4679716500
AlphaVector,2020,2015.0,E tailor,Unknown,1736736.67,Bengaluru,It sells modern age bicycles named FROG,"Avaana Capital, Titan Capital",2725372.9043203900,2409957.6456244300,3434874.9965556000,3268380.3023149700,3728227.534506660,4099152.2586977600
Fox Capital,2020,2019.0,Fintech,Unknown,1079908.37,Jaipur,Digital lending startup,Institutional Investors,1196677.7722472400,1809233.8368469800,1527964.540123280,1660535.293892660,1906880.3897994400,2276303.5778972900
Tribe Theory,2020,2017.0,Accomodation,Unknown,602046.91,Bengaluru,An entrepreneur-focused hostel chain present in multiple locations across the world.,Tim Draper,1008342.2942492800,1064741.3601357800,884809.0941462690,937104.2963517050,1239913.014960960,1481662.5627752700
Fleetx,2020,2017.0,SaaS,Series A,773379.17,Unknown,Fleet management and predictive analytics platform,Beenext,1250953.03038602,1191365.8455455900,1492217.3231205000,1559889.53317755,1388086.163741150,1593846.3481967700
Embibe,2020,2017.0,Edtech,Unknown,722118.5,Mumbai,It provides AI-based data analytics to personalise learning outcomes,Reliance Industries Limited (RIL),1156070.6264641,1117081.051667400,1311248.497782720,1151906.8641008300,1580391.9040770200,1793033.75065746
Entri,2020,2017.0,Edtech,Seed Round,1215363.73,Kochi,It is a app that provides different types of learning content in local languages,Good Capital,1495570.5074400200,2023125.400792690,2098423.122564930,2183768.9483635400,2003520.1151962500,2398887.1096283500
Oye! Rickshaw,2020,2017.0,E-mobility,Series A,1189933.27,Unknown,App-based electric rickshaw hailing service,Chiratae Ventures,1488276.3360188600,1673036.7473612200,1936949.2232317500,1940721.196922060,2483976.206622890,2181261.6985858400
Seal Professional,2020,2012.0,Edtech,Pre series A,530614.19,Bengaluru,Trains students in managemnt and leadership skills and also helps in placement,Equanimity Ventures,576818.9163156840,967863.8243166,1028278.4156521300,995308.1969109910,1069362.4176987300,1003458.4501113100
Sprinng Foods,2020,2017.0,Food,Unknown,1698166.54,Mumbai,Provides Gluten-free food,"Mistletoe, Info Edge Asia",2739956.0713759400,2722534.3280225700,3213832.9988519100,2726843.162604550,2787380.226123710,3186177.1704470700
1MG,2020,2015.0,Healthtech,Unknown,1634065.63,Gurugram,Online pharmacy,Bill & Melinda Gates Foundation,2544711.1505342900,2714865.8013062900,2396853.2505883300,3085321.7722587600,2905074.1253723300,3447968.725773680
Aagey,2020,2017.0,Fintech,Unknown,818971.27,Bengaluru,Provides financial assistance to MSMEs,"JITO Angel Network, Ketan Kothari, Girish Jain, Sunil Singhvi, Vinay Jain",970821.4809957490,1335747.638993190,1394905.429794090,1446886.4818376800,1692326.693565080,2005295.680208450
Doubtnut,2020,2017.0,Edtech,Series A,1164306.43,Gurugram,Multi-lingual digital solutions platform for students,Tencent,1966812.0109608500,1944014.5349614700,1663931.9313083700,1820383.3235349700,2204770.521560070,2389593.5040454400
AdonMo,2020,2017.0,Ad-tech,Unknown,1008802.92,Bengaluru,It is an online and outdoor advertising company,Ant Financial,1326802.4579123700,1392155.19902989,1678810.7149802200,1680399.4801462800,2219352.302109000,2486739.529238480
RACEnergy,2020,2018.0,E-mobility,Seed Round,1288324.94,Unknown,It builds electric vehicles and supporting infrastructure,"GrowX ventures, Prophetic Ventures",1394738.952391830,1757500.6083763400,2203932.988133810,2543108.30658591,2309735.007701980,2513018.6675368000
BharatPe,2020,2018.0,Fintech,Unknown,1813153.09,New Delhi,Digital payments platform,Coatue Management,2676284.2680189200,2524284.8334004200,3404842.272386820,3499024.540722760,3095891.3374226400,3632975.1575160300
Kisan Network,2020,2015.0,Agritech,Seed Round,1849462.76,Gurugram,Integrated supply chain for farmers to sell their produce directly to buyers,Atsushi Taira,2765810.288810520,3229945.121427480,3182430.096822210,3753137.332351150,3245138.075058660,4446031.189835080
Vogo,2020,2016.0,Automotive,Series C,1844175.23,Bengaluru,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,Lightstone Aspada,2949000.6887162300,2644528.389415930,3002436.4911660800,3592235.60745372,3618874.1336537,4147408.809333440
Yolo,2020,2019.0,Transport,Seed Round,672817.33,Gurugram,Intercity transportation startup,Undisclosed,705089.8836843850,1022792.2585869400,1207482.1793241500,1187680.7624713800,1089164.7818478400,1327337.6971392800
Unotech,2020,2011.0,SaaS,Unknown,870004.0,Mumbai,It develops fully-customisable open source software,Manish Choksi,1423836.4348350500,1476672.3511643600,1533953.7960752100,1382625.9164196500,1540481.7841846700,1866319.6392638800
Zetwerk,2020,2018.0,Marketplace,Unknown,885617.06,Bengaluru,B2B marketplace that connects manufacturing companies for industrial equipements,InnoVen capital,956027.866596837,1360526.7598291700,1704743.1412956700,1592636.0551066700,1510016.2834238500,2100182.983324730
CureSkin,2020,2017.0,Healthtech,Unknown,1078984.55,Bengaluru,Provides a treatment solution for skincare and hair fall issues with an artificial intelligence-enabled solution,SenseAI Ventures,1656197.0969818800,1645403.1430333900,1704950.9937324500,1884329.6825866500,2318612.206531630,2691253.028452270
WizKlub,2020,2018.0,Edtech,Seed Funding,1803242.74,Bengaluru,Helps students solve problems at complex level,Incubate Fund India,2756820.565895600,3103889.757351550,2781181.3317728800,2917942.928194360,3532853.5781928400,4259378.303645950
Interviewbit,2020,2014.0,Edtech,Series A,1059190.91,Pune,Platform that provides coding and interview preparation course by industry professionals from tech companies,"Tiger Global Management, Sequoia Capital India, Singapore’s Economic Development Board (EBD)",1213053.9250667700,1478462.8143208000,1537461.551006710,1878901.6194330700,1947252.5297991200,2282358.1088984000
MoneyTap,2020,2016.0,Fintech,Series B,1645525.16,Unknown,App-based consumer credit line that gives customers access to credit on tap.,"Aquiline Technology Growth (ATG), RTP Global, Sequoia India",2075626.6818956600,3026128.6642195400,2788688.1804421000,2814135.7934611500,3523282.6961245700,3530782.488078610
Uniplatform Tech,2020,2015.0,SaaS,Unknown,1971333.2,New Delhi,Runs real estate SaaS platform MultiplyMyLeads.com.,"Frontline Strategy Finds, SucSEED Venture Partners LLP",2290953.5392424400,2650212.3380832200,2930869.302487750,3389289.319193210,3506632.1075203300,4386421.075844390
INdwealth,2020,2017.0,Fintech,Series C,1758043.38,Gurugram,An Artificial Intelligence and Machine learning based wealth management platform,"Tiger Global, Steadview Capital, DF International Private Partners",2987030.492730860,2357900.482070800,2962531.9001746400,3197538.7575029800,3099747.8801217100,3205842.2313709500
Bizongo,2020,2015.0,Marketplace,Series C,790496.08,Mumbai,A B2B marketplace for packaging materials,Schroder Adveq,796211.2209153580,1292438.6736821500,1342475.7941918300,1266595.8927280700,1536816.388510920,1660081.2893927600
AppsFlyer,2020,2011.0,SaaS,Series D,1381264.27,Bengaluru,Mobile marketing analytics and attribution platform,General Atlantic,1427899.0249249900,2180546.7555815000,2150011.5110692300,2573146.9822486300,2958939.7154297400,2650315.745674930
Digit Insurance,2020,2017.0,Insurtech,Unknown,1944741.54,Bengaluru,General Insurance Company,"A91 Partners, Faering Capital, TVS Capital",2777362.9387827500,3390365.556648580,2816035.200124600,3334057.3403258700,3476111.342150010,4825237.87379532
Livspace,2020,2014.0,Interior Design,Series D,660987.96,Bengaluru,It offers end-to-end home design experience for homeowners and home designers,"Tahoe Investment Group, Mercer Investment",958046.3002464300,1034929.324343860,1043688.6769458400,1232794.9928722900,1100260.7936419500,1348712.9124148500
GetVantage,2020,2017.0,Fintech,Seed Round,577953.17,Mumbai,Revenue based finance provider,"Samyakth Capital, Venture Catalysts",624496.2691076260,819143.2537137500,1052485.328790590,1160447.073712570,1263589.1633100000,1159075.8868291400
Konfinity,2020,2018.0,Edtech,Unknown,1617832.51,Noida,Provides online coding courses,Angel investors,1862905.2481610700,2353445.233856600,2903821.3608061200,2563583.629220190,3040105.73640484,3208348.9987465000
Pine Labs,2020,2017.0,Fintech,Unknown,919869.28,Noida,Retail payment and hardware company,Mastercard,1157004.9529719600,1504761.5562179900,1814501.2135229600,1570155.9670835000,1552100.1005760900,1730955.373110190
Instoried,2020,2017.0,SaaS,Unknown,688033.41,New Delhi,Augmented writing platform which improves customer interest and engagement.,"SOSV, Chinaccelerator",807394.614022555,910497.8827414440,1164727.4799796800,1043806.5284257800,1277744.7441045000,1569002.7025291600
Nupay,2020,2017.0,Neo-banking,Unknown,590158.07,Haryana,"Integrated platform for Receivables and Payables automation, Electronic Invoicing, Reconciliations and Bank payouts",Venture Catalysts,893437.7898358130,942599.1633235040,929830.2760373940,1018262.2596006300,1269216.6364017700,1193220.7590724700
LogiNext,2020,2017.0,Transport Automation,Series B,1092761.06,Unknown,"It helps logistics companies to improve internal operations, optimise delivery networks and provide customer service","Tiger Global, Steadview Capital",1576271.643774410,1963231.5847244200,1542314.0263166000,2211350.1856836900,1927317.5549190800,2375571.3026865800
Samosa Singh,2020,2016.0,Food,Series A,1282015.62,Bengaluru,Offers hygienic Indian Snacks,She Capital,1389184.6143168500,1996017.528331230,2168728.8759340300,2521285.9583292900,2645860.7372851600,2741805.4190651400
Crysta,2020,2018.0,Healthtech,Pre Series A,1478680.06,New Delhi,Offers diagnostic and screening services with regular counselling and clinical data management,"Green Shots Capital, Alfa Ventures, Real Time Venture, Petrotech, Steel City Securities, Lalit Wadhwa, Dr Kriti Maroli",2232110.8562627100,2309969.99468168,2575240.352249110,3071190.906141990,2797814.767986200,2776570.7146477700
Eupheus Learning,2020,2017.0,Edtech,Series A,1466898.66,New New Delhi,"Provides technology-led, subscription-based learning solutions to schools",Yuj Ventures,2344736.9723737500,2442237.1777737200,2875869.473755950,2412871.2903531500,2397880.681890460,3629065.508884950
Bounce,2020,2014.0,Automotive and Rentals,Series D,1379848.65,Bengaluru,Offers a variety of bikes and scooters that can be rented on a subscription basis,"Accel Partners, B Capital",2013306.3905556100,2281417.6452419100,1997656.0543344300,2388848.3094439400,2382445.388223940,3169006.250930100
Park+,2020,2017.0,Techonology,Unknown,515429.15,Unknown,It is engaged in bringing digitization in parking,"Sequoia Capital, Matrix Partners India",625177.18586177,843520.086737641,998713.589753618,888461.5238280790,1127843.780275520,1081531.7020138700
Goodmylk,2020,2017.0,Dairy,Seed Round,1481269.96,Bengaluru,Provides Vegan dairy products,"Ginni International, Elisa Khong, Sandeep Singh, VegInvest",1597916.2534688000,2663415.533576390,2703520.808648710,2783899.0640470100,3010588.7604231400,3558498.8281340200
SmartKarrot,2020,2019.0,SaaS,Unknown,1233115.05,Unknown,It tracks customers’ real-time digital behaviour,Angel investors,1780663.560476660,1707819.2278764000,1973154.9837584600,2446963.410213960,2555886.264866200,2473587.7225737300
Skylo,2020,2017.0,IoT,Series B,1120637.98,Unknown,Provides affordable and ever present network that connects machines or sensors,SoftBank Group,1850179.7989206300,1911756.7318992200,2162736.3613240400,2343386.5819329200,2191639.001182340,2123482.7308291800
Tea Trunk,2020,2013.0,Beverage,Unknown,1236001.06,Goa,Global premium tea brand,Angel investors,1884748.0243725800,2118147.5659136700,1802800.645988410,2165114.469710110,2133102.6502735400,2770018.8493886100
Zoomcar,2020,2013.0,Transport & Rentals,Series D,1049511.93,Bengaluru,A car rental service platform,Sony Innovation Fund,1090261.8559959000,1709272.072271500,1970745.6893900600,1617632.848746020,2140572.599124150,2503803.836310690
Mera Cashier,2020,2019.0,Fintech,Seed Round,1168235.97,Noida,App meant for small and micro businessmen to manage their transactions digitally,"Amit Singal, Manish Aggarwal",1830486.1262357900,1970625.9573147600,2096754.6133588100,1782616.0868664100,2300320.106855690,2566175.0465337500
Samya AI,2020,2019.0,SaaS,Seed Round,1833779.31,Unknown,Revenue growth AI startup in the consumer packed goods (CPG) space,Sequoia India,2275357.325320090,3059063.853085240,2585824.709613090,3479542.9507981600,3636562.0704966900,4500390.945084960
Kristal AI,2020,2016.0,AI,Series A,1601023.92,Unknown,Provides Algorithm-based financial services,Chiratae Ventures,2603132.910360760,2524006.8976437500,2313036.5412162400,2752756.112706650,2699261.3453471500,3009567.6694773100
Invento Robotics,2020,2017.0,AI Robotics,Seed Round,744041.31,Unknown,Known for Mitra Series of Robots,"Windrose Capital, ITI Growth Opportunities Venture Fund",1035760.4788886300,1216088.7738498200,1096435.1134220400,1493593.470763170,1243078.9516671200,1607378.4140588100
Zimyo,2020,2018.0,HR tech,Unknown,1103045.83,Gurugram,Automates everyday HR processes with integrated solutions,Yatra Angel Network (YAN),1207181.0498200800,2059128.8837013000,1702719.9228471600,2272919.120230920,1876279.5898479500,2601272.3902788000
Sabse Sasta Dukaan,2020,2016.0,Pharmaceutical,Unknown,1039069.25,Kolkata,Online pharmacy dealing in medicines,Angel investors,1703608.5772653300,1597971.0622489500,1695499.366594710,1901781.7664219200,1706858.5317990700,1896935.0681124900
Fitphilia,2020,2017.0,Healthtech,Unknown,1579270.77,Mumbai,Provides IoT-enabled treadmill,Angel investors,1761059.3023176800,2885261.5762215000,2670581.254953750,2393821.5008276800,3171422.2067649200,3687527.010397490
Medicus,2020,2017.0,Healthtech,Unknown,1699978.12,Mumbai,AI-based platform that explains and interprets blood tests and medical reports,Angel investors,2706080.002874930,3026243.6346992400,3255807.482637950,3491605.4086289900,3607233.5356513400,3465760.562471300
